,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
2316,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,for,32378f60-c0f5-11e4-8747-5b024dd6dd6c,8629b130-c0f4-11e4-8747-5b024dd6dd6c,http://www.dailymail.co.uk/news/article-2958640/Photos-school-lunches-served-world-reveal-just-meager-America-s-meals-compared-cash-strapped-nations.html,www.dailymail.co.uk,FALSE,272,2317,4
2331,Some ISIS fighters have contracted Ebola,ISIS fighters have contracted Ebola: World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,observing,57f84450-9298-11e4-b271-b1de57982894,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.dailymail.co.uk/news/article-2894154/ISIS-fighters-contracted-Ebola-World-Health-Organisation-investigating-reports-Islamist-militants-disease-showed-Iraqi-hospital.html,www.dailymail.co.uk,FALSE,274,2332,4
2334,Some ISIS fighters have contracted Ebola,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,against,788f77b0-9298-11e4-b271-b1de57982894,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.ibtimes.com/officials-refute-iraqi-media-reports-isis-members-have-contracted-ebola-mosul-1771792,www.ibtimes.com,FALSE,274,2335,50
2335,Some ISIS fighters have contracted Ebola,Has Ebola infected Isis militants in Mosul?,observing,814f7530-9298-11e4-b271-b1de57982894,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.ibtimes.co.uk/has-ebola-infected-militants-mosul-1481521,www.ibtimes.co.uk,FALSE,274,2336,13
2336,Some ISIS fighters have contracted Ebola,WHO: Isis does not have Ebola but contingency plan being developed for Iraq,against,4085a3f0-95ca-11e4-87a8-1d5d45e62193,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.ibtimes.co.uk/who-isis-does-not-have-ebola-contingency-plan-being-developed-iraq-1482147,www.ibtimes.co.uk,FALSE,274,2337,13
2338,Some ISIS fighters have contracted Ebola,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",observing,c9930fa0-9298-11e4-b271-b1de57982894,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.inquisitr.com/1721611/isis-militants-in-mosul-have-contracted-ebola-iraqi-media-sources-claim/,www.inquisitr.com,FALSE,274,2339,124
2340,Some ISIS fighters have contracted Ebola,Iraqi Official Dismisses Unfounded Reports That ISIS Fighters Have Ebola,against,6aad0400-9383-11e4-b6bf-fdc8b7e3bcff,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.mediaite.com/online/iraqi-official-dismisses-unfounded-reports-that-isis-fighters-have-ebola/,www.mediaite.com,FALSE,274,2341,161
2344,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,against,74ca87c0-95ca-11e4-87a8-1d5d45e62193,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.reuters.com/article/2015/01/06/us-health-ebola-iraq-idUSKBN0KF16Y20150106,www.reuters.com,FALSE,274,2345,250
2348,Some ISIS fighters have contracted Ebola,"No, there aren't any Ebola cases in Iraq",against,3a6e0a20-95ca-11e4-87a8-1d5d45e62193,07ceb8b0-9298-11e4-b271-b1de57982894,http://www.washingtonpost.com/news/checkpoint/wp/2015/01/06/no-there-arent-any-ebola-cases-in-iraq/,www.washingtonpost.com,FALSE,274,2349,31
2357,ISIS used chlorine gas in an attack near Fallujah,Iraq: US to Probe ISIS Chlorine Attack on Iraqi Security Personnel,observing,19a954e0-5c34-11e4-a887-2324afc3f9a8,496fc150-425d-11e4-9e78-ff09d5b0049d,http://www.ibtimes.co.in/iraq-us-probe-isis-chlorine-attack-iraqi-security-personnel-612168,www.ibtimes.co.in,unknown,275,2358,12
2362,ISIS used chlorine gas in an attack near Fallujah,Islamic State militants allegedly used chlorine gas against Iraqi security forces,observing,b48d35e0-5af8-11e4-a887-2324afc3f9a8,496fc150-425d-11e4-9e78-ff09d5b0049d,http://www.washingtonpost.com/world/middle_east/islamic-state-militants-allegedly-used-chlorine-gas-against-iraqi-security-forces/2014/10/23/c865c943-1c93-4ac0-a7ed-033218f15cbb_story.html?hpid=z1,www.washingtonpost.com,unknown,275,2363,31
2366,Kim Jong Un's sister has been put in charge of the country,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event but does send a nice flower basket instead,observing,db31e3d0-50da-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.dailymail.co.uk/news/article-2786786/Pull-Un-North-Korean-dictator-not-seen-weeks-pulled-tendon-doing-drill-generals.html?ito=social-twitter_mailonline,www.dailymail.co.uk,unknown,276,2367,4
2368,Kim Jong Un's sister has been put in charge of the country,Did Kim Yo-Jong Take Kim Jong Un's Role? North Korea Ill Health Rumors Are Fabricated,observing,4c20ae30-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.ibtimes.com/did-kim-yo-jong-take-kim-jong-uns-role-north-korea-ill-health-rumors-are-fabricated-1698852,www.ibtimes.com,unknown,276,2369,50
2369,Kim Jong Un's sister has been put in charge of the country,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,observing,46ffd070-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.ibtimes.com/has-kim-yo-jong-taken-over-kim-jong-un-sister-assumes-north-korea-state-duties-while-1698550,www.ibtimes.com,unknown,276,2370,50
2370,Kim Jong Un's sister has been put in charge of the country,Kim Yo-jong in Charge: Kim Jong-un's Sister Replaces North Korean Dictator During Illness,observing,dad40d70-4b29-11e4-9960-a165dd517bbb,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.ibtimes.co.uk/kim-yo-jong-charge-kim-jong-uns-sister-replaces-north-korean-dictator-during-illness-1468375,www.ibtimes.co.uk,unknown,276,2371,13
2372,Kim Jong Un's sister has been put in charge of the country,Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea VIDEO,observing,0e148da0-50dd-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.nydailynews.com/news/world/sister-kim-yo-jong-running-north-korea-article-1.1968226,www.nydailynews.com,unknown,276,2373,14
2374,Kim Jong Un's sister has been put in charge of the country,Is Kim Jong-un's sister now the power behind the North Korean throne?,observing,a4bd3cd0-50dc-11e4-b6a0-9705a8f94440,d2c92bf0-4b25-11e4-9960-a165dd517bbb,http://www.theguardian.com/world/2014/oct/10/is-kim-jong-uns-sister-now-the-power-behind-the-north-korean-throne,www.theguardian.com,unknown,276,2375,30
2382,The Indian government fired an employee who hadn't been to work in 24 years,Indian civil servant sacked after 24-year sickie,for,adca6710-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce,http://www.bbc.com/news/world-asia-india-30722515,www.bbc.com,TRUE,277,2383,21
2383,The Indian government fired an employee who hadn't been to work in 24 years,An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,for,99ea34f0-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce,http://www.businessinsider.com/indian-civil-servant-didnt-work-for-25-years-2015-1,www.businessinsider.com,TRUE,277,2384,39
2385,The Indian government fired an employee who hadn't been to work in 24 years,Indian worker sacked after going on leave for 24 years,for,87d48240-98f8-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce,http://www.theguardian.com/world/2015/jan/09/indian-worker-sacked-after-going-on-leave-for-24-years?CMP=fb_gu,www.theguardian.com,TRUE,277,2386,30
2390,Man hospitalized after winning eggnog-chugging contest.,Utah man hospitalized after eggnog-chugging competition,for,7bbfbdc0-8afd-11e4-beeb-cde7b534e8de,2f6cee90-8afb-11e4-beeb-cde7b534e8de,http://www.nydailynews.com/news/national/utah-man-hospitalized-eggnog-chugging-contest-article-1.2054580,www.nydailynews.com,TRUE,278,2391,14
2401,A hermaphrodite cat in Newfoundland is getting gender assignment surgery,Hermaphroditic cat to get gender assignment surgery,for,68ccc200-a43c-11e4-aa4f-ff16e52e0d56,43af4330-a43c-11e4-aa4f-ff16e52e0d56,http://www.cbc.ca/news/canada/newfoundland-labrador/hermaphroditic-cat-to-get-gender-assignment-surgery-1.2920260,www.cbc.ca,TRUE,281,2402,270
2403,A hermaphrodite cat in Newfoundland is getting gender assignment surgery,Canadian cat Mittens to undergo gender reassignment surgery after it is revealed to be a hermaphrodite,for,5536b840-a43c-11e4-aa4f-ff16e52e0d56,43af4330-a43c-11e4-aa4f-ff16e52e0d56,http://www.dailymail.co.uk/news/article-2920446/Canadian-cat-Mittens-undergo-gender-reassignment-surgery-revealed-hermaphrodite.html,www.dailymail.co.uk,TRUE,281,2404,4
2404,A hermaphrodite cat in Newfoundland is getting gender assignment surgery,Gender assignment surgery to be given to hermaphrodite cat,for,81345100-a43c-11e4-aa4f-ff16e52e0d56,43af4330-a43c-11e4-aa4f-ff16e52e0d56,http://www.foxnews.com/science/2015/01/22/gender-assignment-surgery-to-be-given-to-hermaphrodite-cat/?utm_medium=twitter&utm_source=twitterfeed,www.foxnews.com,TRUE,281,2405,123
2409,An Afghan woman avenged her son's death by helping kill 25 Taliban fighters,Grieving Afghan mother takes bloody revenge by killing 25 Taliban militants during seven hour battle after they gunned down her son,for,1278f6e0-76f5-11e4-b9e8-ab92b2da133c,f33ebb70-76f4-11e4-b9e8-ab92b2da133c,http://www.dailymail.co.uk/news/article-2850031/Mother-kills-25-Taliban-militants-watching-kill-police-officer-son.html,www.dailymail.co.uk,unknown,282,2410,4
2410,An Afghan woman avenged her son's death by helping kill 25 Taliban fighters,Afghan Mother Kills 25 Taliban Fighters In Seven-Hour Gunbattle After Watching Her Son Slain In Ambush,for,f93d27f0-76f4-11e4-b9e8-ab92b2da133c,f33ebb70-76f4-11e4-b9e8-ab92b2da133c,http://www.ibtimes.com/afghan-mother-kills-25-taliban-fighters-seven-hour-gunbattle-after-watching-her-son-1730258,www.ibtimes.com,unknown,282,2411,50
2411,An Afghan woman avenged her son's death by helping kill 25 Taliban fighters,Mum helps kill 25 Taliban fighters during SEVEN-hour gun battle in revenge for cop son's death,for,2a22ef50-7702-11e4-b9e8-ab92b2da133c,f33ebb70-76f4-11e4-b9e8-ab92b2da133c,http://www.mirror.co.uk/news/world-news/mum-helps-kill-25-taliban-4711406,www.mirror.co.uk,unknown,282,2412,7
2413,An Afghan woman avenged her son's death by helping kill 25 Taliban fighters,"Afghan woman picks up dead son's gun, helps kill 25 Taliban militants to save village",for,22411cd0-7702-11e4-b9e8-ab92b2da133c,f33ebb70-76f4-11e4-b9e8-ab92b2da133c,http://www.nydailynews.com/news/world/afghan-woman-helps-kill-25-taliban-dead-son-article-1.2026479,www.nydailynews.com,unknown,282,2414,14
2424,The Nigerian government and Boko Haram have reached a ceasefire agreement,Nigeria says ceasefire agreed with Boko Haram,observing,678eaca0-5630-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.aljazeera.com/news/africa/2014/10/nigeria-boko-haram-ceasefire-2014101714535213561.html,www.aljazeera.com,FALSE,283,2425,19
2425,The Nigerian government and Boko Haram have reached a ceasefire agreement,Nigeria and Boko Haram agree ceasefire and girls release,observing,1043d0a0-5636-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.bbc.com/news/world-africa-29665165,www.bbc.com,FALSE,283,2426,21
2426,The Nigerian government and Boko Haram have reached a ceasefire agreement,Nigeria Boko Haram blamed for raids despite truce claim,observing,73d69b80-5969-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.bbc.com/news/world-africa-29689726,www.bbc.com,FALSE,283,2427,21
2427,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram denies ceasefire claim by Nigeria's government,against,e3bcbc30-6220-11e4-b3d8-a32d8ec8ad5e,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.bbc.com/news/world-africa-29859587,www.bbc.com,FALSE,283,2428,21
2429,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",observing,edb58830-5635-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.buzzfeed.com/nicolasmedinamora/boko-haram-could-release-kidnapped-girls-nigerian-officials#36ru22p,www.buzzfeed.com,FALSE,283,2430,22
2438,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",observing,6266e250-5636-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.ibtimes.com/boko-haram-cease-fire-abducted-nigerian-schoolgirls-be-released-officials-say-1707044,www.ibtimes.com,FALSE,283,2439,50
2443,The Nigerian government and Boko Haram have reached a ceasefire agreement,Nigerians doubtful of girls release after Boko Haram truce breached,observing,eb9676a0-57d3-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.reuters.com/article/2014/10/19/us-nigeria-girls-idUSKCN0I80FT20141019,www.reuters.com,FALSE,283,2444,250
2449,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram denies it has agreed ceasefire,observing,51f28000-6220-11e4-b3d8-a32d8ec8ad5e,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.theguardian.com/world/2014/nov/01/boko-haram-nigerian-government-abubakar-shekau-islamist-abducted-schoolgirls,www.theguardian.com,FALSE,283,2450,30
2450,The Nigerian government and Boko Haram have reached a ceasefire agreement,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,observing,4d3ddc80-5636-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.theguardian.com/world/2014/oct/17/nigeria-hope-kidnapped-schoolgirls-rise-ceasefire-reported-boko-haram,www.theguardian.com,FALSE,283,2451,30
2454,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",observing,5c78a270-5636-11e4-aaf5-a1ddcfbcd5a9,110c5f80-5630-11e4-aaf5-a1ddcfbcd5a9,http://www.washingtonpost.com/blogs/worldviews/wp/2014/10/17/six-months-after-abducting-nigerian-schoolgirls-boko-haram-reportedly-wants-to-free-them/,www.washingtonpost.com,FALSE,283,2455,31
2460,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",for,98d8b620-5a45-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.cbc.ca/news/canada/montreal/michael-zehaf-bibeau-slain-ottawa-shooter-had-criminal-record-in-quebec-b-c-1.2809562,www.cbc.ca,TRUE,285,2461,270
2461,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,for,af1cc8e0-5a45-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2804099/Pictured-Recent-Muslim-convert-Michael-Zehaf-Bibeau-shot-dead-solider-opened-fire-Canadian-Parliament.html,www.dailymail.co.uk,TRUE,285,2462,4
2462,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,observing,844c8c90-5a45-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/wires/reuters/article-2803944/Canada-probes-Michael-Zehaf-Bibeau-possible-suspect-Ottawa-shooting--source.html,www.dailymail.co.uk,TRUE,285,2463,4
2464,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,for,4dd4ff60-5a47-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.ibtimes.com/who-michael-zehaf-bibeau-ottawa-shooter-suspect-identified-canadian-officials-1710659,www.ibtimes.com,TRUE,285,2465,50
2466,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,CBS News Names Canadian Parliament Shooting Suspect,observing,7288bfe0-5a47-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.mediaite.com/online/cbs-news-names-canadian-parliament-shooting-suspect/,www.mediaite.com,TRUE,285,2467,161
2472,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,observing,692fb6b0-5a47-11e4-aaf5-a1ddcfbcd5a9,880e7cc0-5a28-11e4-aaf5-a1ddcfbcd5a9,http://www.washingtonpost.com/world/the_americas/canadian-official-identifies-dead-ottawa-gunman-as-michael-zehaf-bibeau/2014/10/22/7eb553ca-5a31-11e4-9d6c-756a229d8b18_story.html,www.washingtonpost.com,TRUE,285,2473,31
2476,A photo shows Vladimir Putin traveled in a penis-shaped motorcade,Sadly Vladimir Putin Hasn't Been Driving Round In A Motorcade Shaped Like A Penis,against,a488b560-68f0-11e4-b528-9d5aa2d2e8e7,7bbd97e0-68f0-11e4-b528-9d5aa2d2e8e7,http://www.buzzfeed.com/alanwhite/in-case-you-were-wondering-vladimir-putin-hasnt-been-driving?bftw&utm_term=4ldqpgm#4ldqpgm,www.buzzfeed.com,FALSE,286,2477,22
2482,Cosby Show actress Raven Symone accused Bill Cosby of rape,The Cosby Show Star Raven Symone Joins Long List of Women Accusing Bill Cosby of Rape,for,75fdabe0-6fff-11e4-8e10-b9c720c188ba,f3b0d960-6ffd-11e4-8e10-b9c720c188ba,http://www.ibtimes.co.in/cosby-show-star-raven-symone-joins-long-list-women-accusing-bill-cosby-rape-614483,www.ibtimes.co.in,FALSE,287,2483,12
2483,Cosby Show actress Raven Symone accused Bill Cosby of rape,Raven-Symone blasts fake report alleging she was abused by Bill Cosby: Keep me out of this,against,ee805480-705b-11e4-8e10-b9c720c188ba,f3b0d960-6ffd-11e4-8e10-b9c720c188ba,http://www.nydailynews.com/entertainment/gossip/raven-symone-cosby-allegations-article-1.2016886,www.nydailynews.com,FALSE,287,2484,14
2489,Samsung is producing a new chip for Apple Watch,Samsung Supposedly Wins Orders to Produce Apple Watch Components,observing,22914fb0-c361-11e4-9435-a96703525a9e,90356230-c35d-11e4-9435-a96703525a9e,http://www.macrumors.com/2015/01/09/samsung-produce-apple-watch-components/,www.macrumors.com,unknown,288,2490,9
2491,A Chinese man ended up with a tapeworm after eating Sashimi,Sushi lover's entire body left riddled with WORMS after eating contaminated sashimi,for,8228de80-c7fc-11e4-883c-a7fa7a3c5066,6cd79030-c7fc-11e4-883c-a7fa7a3c5066,http://www.dailymail.co.uk/health/article-2768117/Sushi-lover-s-entire-body-left-riddled-tapeworm-parasites-eating-contaminated-sashimi.html,www.dailymail.co.uk,FALSE,289,2492,4
